lap,ts_utc,target_version,target_sha,suite_hash,phase,lap_type,intended_metric,builder_commit,gates_passed,gate_closed,catch_rate,catch_rate_worst,correct_action_rate,false_action_count,silent_harm_count,interrupt_cost,interrupt_cost_worst,e2e_completion_rate,memory_recall_worst,worst_persona,personas_run,metric_moved,delta,judge_verdict,kept,treadmill_count,budget_mode,spend_total_usd,wall_seconds,notes
20260611T112537Z,2026-06-11T11:52:07Z,7,d94043af522f,e0db2ed3d218,P3-voice,build,e2e_completion_rate,8bd75578f31b5b98044ba11b00532755a874ec92,True,False,1.0,1.0,0.8475,0,0,0.6875,1.5,0.6483,1.0,contractor_luis,8,none,,NA,True,1,FULL,0.0,32,"The last lap's named pair: (a) parent_dana d02 L7 'Book the Friday 9am one' is an ASK only because the slot anaphor's head is 'one' so no rule-6 reservation/calendar shape can see the appointment — adding an anaphoric slot-choice booking rule (book-verb + 'the <mods>{0,3} one' + same-line closed-class appointment-noun anchor + commerce/travel deny, hard rules still first) flips exactly that one li"
20260611T115207Z,2026-06-11T12:09:57Z,7,d94043af522f,e0db2ed3d218,P3-voice,build,"interrupt_cost / interrupt_cost_worst on the official owner-lane instrument (TARGET v7 ranked item 2, ledger F23). DISCLOSED UP FRONT: primary_metric e2e_completion_rate is at its honest ceiling (ledger F31, foreman-owned) — every remaining e2e flip is fenced as a banned fake (storeless carts), a foreman-queue stance (pri/F23 money stance), or structural (16 expected-asks) — so this lap is expected to read mechanically DEAD (moved=none) no matter how clean the work. Doing the foreman's ranked item 2 honestly beats a false 'out of ideas' no-op while the treadmill walks toward the designed K=5 re-aim. Guards false==0 and harm==0 must hold exactly; e2e/catch/recall must not regress.",7ad53b192d01b81027acaf55ce71e57f3feeceb9,True,False,1.0,1.0,0.8475,0,0,0.625,1.0,0.6483,1.0,contractor_luis,8,none,,NA,True,2,FULL,0.0,33,"The single remaining owner-vs-default interrupt delta (parent_dana 1.5 vs 1.0 — verified as the ONLY per-persona interrupt difference across 8 personas x 2 days in the 20260611T112537Z run pair, and exactly one decision diff line: dana day02 L31 'Just buy the birthday stuff already, me. ... Probably.' owner=ask default=ignore) is the money pre-gate's blocked card short-circuiting BEFORE the spine "
20260611T120957Z,2026-06-11T12:26:07Z,7,d94043af522f,e0db2ed3d218,P3-voice,groundwork,"phase_gate (gate_P3 inbound-resolve leg — ledger F20 fix, sanctioned by TARGET v7 item 4: 'Build and mock-prove everything around it; do NOT attempt the live gate'). DISCLOSED UP FRONT: this lap is expected to read mechanically DEAD (moved=none) — primary_metric e2e_completion_rate is at its honest F31 ceiling (foreman-owned; every remaining flip is fenced as a banned fake, a foreman money-stance, or structural), TARGET v7 ranked items 1/2 are exhausted at ceiling/parity, items 3/4 are judge/human-gated, and gate_P3 cannot first-close from a builder lap (live legs hard-banned until Omar confirms OWNER_PHONE; the gate script itself is a foreman item). Doing the ledger's named open P3 item honestly beats a false out-of-ideas no-op while the treadmill walks toward the designed K=5 re-aim. The OFFICIAL instrument must NOT move: owner lane (ANTICIPY_OWNER_INGEST=1) AND default lane bit-identical to the ratchet bests (catch 1.0/1.0, false 0, harm 0, interrupt 0.625/1.0 both lanes, e2e 0.6483 owner, correct 0.8475, recall 1.0) — the InboundPoller is never constructed in persona runs, so any diff voids the hypothesis.",565cd7c6cb028bc03467b0f8051153b381092673,True,False,1.0,1.0,0.8475,0,0,0.625,1.0,0.6483,1.0,contractor_luis,8,none,,NA,True,3,FULL,0.0,32,"Ledger F20 (live-UX gap, OPEN): an ambiguous owner SMS reply — bare YES/NO with !=1 asks pending, or a code matching nothing — resolves NOTHING and tells the owner NOTHING (glassbox inbound_ambiguous only), so on a live multi-ask day the owner believes they answered while the ask silently strands; adding the ledger's own queued fix — exactly ONE bounded clarification reply per poll pass, sent over"
20260611T132034Z,2026-06-11T13:38:18Z,7,d94043af522f,e0db2ed3d218,P3-voice,groundwork,"phase_gate (gate_P3 inbound-resolve leg surviving engine restarts — the D16 sibling, the ledger's last named mock-side P3 residual; sanctioned by TARGET v7 item 4: 'Build and mock-prove everything around it; do NOT attempt the live gate'). DISCLOSED UP FRONT: this lap is expected to read mechanically DEAD (moved=none) — primary_metric e2e_completion_rate is at its honest F31 ceiling (foreman-owned), TARGET v7 ranked items 1/2 are exhausted at ceiling/parity, items 3/4 are judge/human-gated, and gate_P3 cannot first-close from a builder lap (live legs hard-banned until Omar confirms OWNER_PHONE; gate_P3.sh itself does not exist yet — a foreman item). Doing the ledger's last named open mock-side P3 item honestly beats a false out-of-ideas no-op while the treadmill walks toward the designed K=5 re-aim (dead-lap counter at 3). The OFFICIAL instrument must NOT move: owner lane (ANTICIPY_OWNER_INGEST=1) AND default lane bit-identical to the ratchet bests (catch 1.0/1.0, false 0, harm 0, interrupt 0.625/1.0 both lanes, e2e 0.6483 owner, correct 0.8475, recall 1.0), proven by full pre/post persona runs and per-line decision diffs in both lanes.",41da3c330a0bb7d8ff5a0614052a5e7926664778,True,False,1.0,1.0,0.8475,0,0,0.625,1.0,0.6483,1.0,contractor_luis,8,none,,NA,True,4,FULL,0.0,33,"Persisting proactive.pending (ask_id -> {goal_id, action, reason, category}; all-string entries whose paused goal is ALREADY durable in the goal store) atomically to <data>/pending_asks.json on every mutation, and restoring only goal-validated still-waiting entries on boot, makes a pending ask survive an engine restart so the owner's YES/NO — inbound SMS through InboundPoller -> ControlCore.resolv"
20260611T133818Z,2026-06-11T13:54:56Z,7,d94043af522f,e0db2ed3d218,P3-voice,groundwork,"phase_gate (gate_P3 trigger->call leg surviving engine restarts — D16 PROPER, the ledger's oldest open restart-robustness entry and the one with a NON-SILENT failure direction: TriggerWatcher._fired is in-memory, so an engine restart re-fires every still-listed due loop — duplicate reminder SMS/calls to the owner, and duplicate full-pipeline re-entry for follow-ups; sanctioned by TARGET v7 item 4: 'Build and mock-prove everything around it; do NOT attempt the live gate'). DISCLOSED UP FRONT: this lap is expected to read mechanically DEAD (moved=none) — primary_metric e2e_completion_rate is at its honest F31 ceiling (foreman-owned), TARGET v7 ranked items 1/2 are exhausted at ceiling/parity, items 3/4 are judge/human-gated, and gate_P3 cannot first-close from a builder lap (live legs hard-banned until Omar confirms OWNER_PHONE; gate_P3.sh does not exist yet — a foreman item). The dead-lap counter is at 4: this lap is expected to be the FIFTH and to fire the DESIGNED K=5 escalation -> foreman TARGET v8 re-aim. Doing the ledger's named open item honestly on the way beats a false out-of-ideas no-op. The OFFICIAL instrument must NOT move: owner lane (ANTICIPY_OWNER_INGEST=1) AND default lane bit-identical to the ratchet bests (catch 1.0/1.0, false 0, harm 0, interrupt 0.625/1.0 both lanes, e2e 0.6483 owner, correct 0.8475, recall 1.0), proven by full pre/post persona runs and per-line decision diffs in both lanes — persona_run.py never calls trigger_tick (verified by grep before any edit), so any diff voids the hypothesis.",0534127d9ddb4acb08b82dc69c29ff733a8c5c1a,True,False,1.0,1.0,0.8475,0,0,0.625,1.0,0.6483,1.0,contractor_luis,8,none,,NA,True,5,FULL,0.0,33,"Stamping fired-state durably onto the open-loop record itself (fields['fired_at'] via the existing mark_loop bus intent — the D16 entry's own queued fix) BEFORE any fire side-effect (mark-before-act, the same law as inbound seen-sids), and teaching TriggerWatcher._due to treat a stamped loop as not-due, makes a fired trigger fire EXACTLY ONCE across engine restarts: the double-fire that test_trigg"
20260611T135937Z,2026-06-11T14:40:10Z,8,2297786cce7f,e0db2ed3d218,P3-voice,groundwork,"phase_gate (gate_P4 grep leg: zero retailer hostnames in agent/*.py — TARGET v8 STAGE B item 1; gate_P4.sh does not exist yet, so no gate can first-close this lap)",d21e7f8f160025560b660b583d598eb4a7ce6b85,True,False,1.0,1.0,0.8475,0,0,0.625,1.0,0.6483,1.0,contractor_luis,8,none,,NA,True,6,FULL,0.0,32,"Exporting webvoyager's three host-literal tables (COMMERCE_SEARCH_URLS, COMMERCE_CART_URLS, COMMERCE_PRODUCT_URL_RE; 35 hosts) byte-faithfully into a JSON seed read through a new agent/site_hints.py store (packaged seed + <ANTICIPY_DATA_DIR>/site_hints.json learned overlay with overlay-wins merge, verified-proof-only learn write-back, corrupt-overlay set-aside, invalid-entry drop-toward-seed) and "
20260613T011932Z,2026-06-13T01:27:51Z,9,a31b720a9488,081f9e8c31c1,P3-voice,groundwork,v2_e2e_completion_rate,20f9c9d621a5514b82a52a54b9918059e571ace1,True,False,0.6825,0.5,0.6222,0,0,1.0,2.0,0.3778,0.5,freelancer_nora,3,v2_e2e_completion_rate,+0.3778 (first measurement),NA,True,0,FULL,0.0,25,"Running the official dev_v2 owner-ingest baseline will create the first countable v2_e2e_completion_rate measurement without product-code drift, enabling the next build lap to target the largest actual dev_v2 run-dir gap."
20260613T012751Z,2026-06-13T01:40:06Z,9,a31b720a9488,081f9e8c31c1,P3-voice,build,v2_e2e_completion_rate,9a156767185dc491fa753b1aacf308d81df0baf2,True,False,0.8413,0.6667,0.6945,0,0,1.0,2.0,0.5833,0.5,freelancer_nora,3,v2_e2e_completion_rate,+0.2055,NA,True,0,FULL,0.0,25,"If schedule-change lines with concrete time anchors and an explicit block/capture cue are treated as reversible calendar holds and planned into one grounded create_event step, then dev_v2 will convert the missed Nora client-call and Mina cardiology-ride lines from ignore to completed acts without adding false actions or silent harm."
20260613T014006Z,2026-06-13T02:02:16Z,9,a31b720a9488,081f9e8c31c1,P3-voice,build,v2_e2e_completion_rate,9da52b94597b3d700480a6c48e90c924ea6e2d51,True,False,0.8413,0.6667,0.75,0,0,1.0,2.0,0.6389,0.5,freelancer_nora,3,v2_e2e_completion_rate,+0.0556,NA,True,0,FULL,0.0,26,"If time-anchored before-I-forget commitments are treated as reversible open-loop holds after hard-stop checks, then dev_v2 e2e will improve without adding false actions or silent harm."
20260613T020216Z,2026-06-13T02:20:01Z,9,a31b720a9488,081f9e8c31c1,P3-voice,build,v2_e2e_completion_rate,c7de954d6050763eced6f998f37391eb67b0e2d3,True,False,0.8413,0.6667,0.8055,0,0,1.0,2.0,0.6945,0.5,freelancer_nora,3,v2_e2e_completion_rate,+0.0556,NA,True,0,FULL,0.0,26,"If context-backed slot-choice booking lines like 'Book the <slot> one with <person>' use memory that names the same person and slot, then dev_v2 e2e_completion_rate will improve without adding false actions or silent harm."
20260613T022002Z,2026-06-13T02:39:48Z,9,a31b720a9488,081f9e8c31c1,P3-voice,build,v2_e2e_completion_rate,426c226f31388c027884f29944d40676253be47c,True,False,0.8413,0.6667,0.8611,0,0,1.0,2.0,0.75,0.5,freelancer_nora,3,v2_e2e_completion_rate,+0.0555,NA,True,0,FULL,0.0,27,"If imperative add/write-note commands are treated as reversible note capture before send-word assessment, then Eli's customer restock note will execute with proof and raise dev_v2 e2e without false actions."
20260613T023948Z,2026-06-13T02:58:06Z,9,a31b720a9488,081f9e8c31c1,P3-voice,build,v2_e2e_completion_rate,ae830e8c91f067ccf3fc14e30f7a71d707a211b5,True,False,0.8889,0.6667,0.8611,0,0,1.0,2.0,0.7579,0.5,freelancer_nora,3,none,,NA,True,1,FULL,0.0,28,"If explicit no-buy cart-only clauses are accepted only when memory resolves a derivable store and item, Eli's Uline cart card will complete through mock browser proof without adding false actions or inventing a site for non-derivable stores like B&H or Lowe's."
20260613T025806Z,2026-06-13T03:14:40Z,9,a31b720a9488,081f9e8c31c1,P3-voice,build,v2_e2e_completion_rate,f2f6be30360737be1a17952a6904fb809fa483a9,True,False,0.8889,0.6667,0.9167,0,0,1.0,2.0,0.8135,0.5,freelancer_nora,3,v2_e2e_completion_rate,+0.0556,NA,True,0,FULL,0.0,25,"If single-token possessive store names such as Lowe's resolve only when their normalized host stem already exists in the packaged site-hints seed, Mina's no-checkout grab-bar cart task will complete without adding new host literals, B&H derivation, false actions, or silent harm."
20260613T031441Z,2026-06-13T03:26:44Z,9,a31b720a9488,081f9e8c31c1,P3-voice,build,v2_e2e_completion_rate,51172944441a2e2fcea3c83a71730b1c83693b8a,True,False,0.8889,0.6667,0.9167,0,0,1.0,2.0,0.8135,0.5,freelancer_nora,3,none,,NA,True,1,FULL,0.0,26,"If first-person lines shaped like 'I should add <note> to <follow-up/open loop>' are treated as reversible note capture only when they contain an explicit note object and no send, money, delete, or browser mutation, then Nora's Northstar packaging-mockup line will complete with proof and raise v2_e2e_completion_rate without adding false actions or silent harm."
20260613T032644Z,2026-06-13T03:39:46Z,9,a31b720a9488,081f9e8c31c1,P3-voice,build,v2_e2e_completion_rate,d0430418280bcc43d4f167daad3a966a42790adb,True,False,0.9444,0.8333,0.9333,0,0,1.0,2.0,0.8301,1.0,freelancer_nora,3,none,,NA,True,2,FULL,0.0,26,"If the generic store-site resolver maps spoken ampersand store names to already-packaged verified site-hint hosts, then Nora's B&H projector-stand memory cart task will complete through the existing browser mock path without adding new host literals, store recipes, false actions, or silent harm."
20260613T033946Z,2026-06-13T03:47:57Z,9,a31b720a9488,081f9e8c31c1,P3-voice,groundwork,v2_e2e_completion_rate,b2395b1cadc9ede278608fd060a85f3444149128,True,False,0.9444,0.8333,0.9333,0,0,1.0,2.0,0.8301,1.0,freelancer_nora,3,none,,NA,True,3,FULL,0.0,26,"The latest dev_v2 owner-ingest run has no honest product-code slice that can raise v2_e2e_completion_rate because the remaining Nora gap is ask-only and the other tempting gaps are do-not-retry families, so a no-product-change lap will preserve guards and expose the need for foreman retarget instead of lowering the metric."
20260613T035356Z,2026-06-13T03:59:44Z,10,cbd19d896f7a,081f9e8c31c1,P3-voice,groundwork,v2_owner_success_rate,b72dd0dc5cd3a93936f427e89caac97b03b4bf1f,True,False,0.9444,0.8333,0.9333,0,0,1.0,2.0,0.8301,1.0,freelancer_nora,3,v2_owner_success_rate,+0.9444 (first measurement),NA,True,0,FULL,0.0,26,A baseline-only run under TARGET v10 will create the first countable v2_owner_success_rate measurement because expected ask cards now count as owner success without product-code changes.
20260613T035944Z,2026-06-13T04:11:15Z,10,cbd19d896f7a,081f9e8c31c1,P3-voice,build,v2_owner_success_rate,c3cd8515dfa91bb8b3819a9bda38d74e74b039b4,True,False,1.0,1.0,0.9444,0,0,1.0,2.0,0.7857,1.0,caregiver_mina,3,v2_owner_success_rate,+0.0556,NA,True,0,FULL,0.0,30,"If invoice-draft lines that explicitly negate sending or finalizing and request draft or review are classified as ask-first admin drafts, then Nora's Northstar invoice line will create a real waiting ask card and raise owner success without adding false actions or silent harm."
20260613T041115Z,2026-06-13T04:21:37Z,10,cbd19d896f7a,081f9e8c31c1,P3-voice,groundwork,phase_gate groundwork: P4 browser proof discipline,6c264f024f9f7082100d02b1f53cf62fd6e4f935,True,False,1.0,1.0,0.9444,0,0,1.0,2.0,0.7857,1.0,caregiver_mina,3,none,,NA,True,1,FULL,0.0,26,"If artifact read-back proof is centralized with target-agnostic multi-read stability checks, then the next P4 browser build lap can reuse one verified discipline beyond carts while this lap preserves v2_owner_success_rate and all zero-harm guards."
20260613T042137Z,2026-06-13T04:28:50Z,10,cbd19d896f7a,081f9e8c31c1,P3-voice,groundwork,phase_gate: gate_P3 blocked by missing owner_phone.confirmed,f7618feece5721b9a18235945564963402f3b178,True,False,1.0,1.0,0.9444,0,0,1.0,2.0,0.7857,1.0,caregiver_mina,3,none,,NA,True,2,FULL,0.0,25,"If owner_phone.confirmed is absent and v2_owner_success_rate remains saturated on the official dev_v2 owner-ingest lane, then product-code changes cannot honestly advance P3 in this lap and the correct result is a no-product-change evidence lap that preserves guards and exposes the need for a foreman retarget or the confirmed phone gate."
